country,year,Democracy_cont,Democracy_bin,misconduct,Regime_openness,numberprev,GDP_PerCAP,FDI,Foreign_Aid,gdp_growth,incumbent_running,alternation_in_power,region,opposition_mobilization
Afghanistan,1931,0.133,0,,,1,,,,,,,,
Afghanistan,1934,0.088,0,,,2,,,,,,,,
Afghanistan,1937,0.095,0,,,3,,,,,,,,
Afghanistan,1940,0.095,0,3,,4,,,,,,,,
Afghanistan,1943,0.089,0,3,,5,,,,,,,,
Afghanistan,1946,0.091,0,3,,6,,,,,,,,
Afghanistan,1949,0.104,0,3,,7,,,,,,,,
Afghanistan,1952,0.096,0,3,,8,,,,,,,,
Afghanistan,1955,0.087,0,3,,9,,,,,,,,
Afghanistan,1958,0.083,0,3,,10,,,,,,,,
Afghanistan,1961,0.091,0,3,,11,59.8608738790779,,34669998.1689453,,,,,
Afghanistan,1965,0.154,0,3,,12,101.108304853377,,53930000.3051758,-3.388843172403,,,,
Afghanistan,1969,0.171,0,3,,13,129.329712876621,,27250000,31.790265769842,,,,
Afghanistan,1988,0.093,0,3,1,14,,,73500000,,1,0,,
Afghanistan,2004,0.285,1,2,2,15,211.381969507195,3.57581862928125,2268530029.29688,-11.25751431844,1,0,5,0
Afghanistan,2005,0.344,1,2,2,16,242.031379173351,4.36453354376579,2815100097.65625,-20.697960721131,1,0,5,1
Afghanistan,2005,0.344,1,2,2,16,242.031379173351,4.36453354376579,2815100097.65625,-20.697960721131,1,0,5,2
Afghanistan,2009,0.39,1,2,2.5,17,438.076034406941,0.451055983077692,6113120117.1875,-4.96698535804603,1,0,5,0
Afghanistan,2010,0.361,1,2,2,18,543.303041863931,1.20312510873944,6235319824.21875,-73.41556901837,1,0,5,0
Afghanistan,2014,0.38,1,2,2,19,613.856332882312,0.209790229195171,4942970214.84375,4.70698992943096,1,0,5,3
Afghanistan,2014,0.38,1,2,2,19,613.856332882312,0.209790229195171,4942970214.84375,4.70698992943096,1,0,5,6
Afghanistan,2014,0.38,1,2,2,19,613.856332882312,0.209790229195171,4942970214.84375,4.70698992943096,1,0,5,1
Afghanistan,2014,0.38,1,2,2,19,613.856332882312,0.209790229195171,4942970214.84375,4.70698992943096,1,0,5,2
Afghanistan,2014,0.38,1,2,2,19,613.856332882312,0.209790229195171,4942970214.84375,4.70698992943096,1,0,5,4
Afghanistan,2014,0.38,1,2,2,19,613.856332882312,0.209790229195171,4942970214.84375,4.70698992943096,1,0,5,5
Afghanistan,2018,0.367,1,2,2,20,520.896602719135,0.616822255528189,3788889892.57813,-9.07402835814503,,,5,2
Afghanistan,2018,0.367,1,2,2,20,520.896602719135,0.616822255528189,3788889892.57813,-9.07402835814503,,,5,1
Albania,1921,0.226,1,3,,1,,,,,,,,
Albania,1923,0.221,1,3,,2,,,,,,,,
Albania,1924,0.155,1,3,,3,,,,,,,,
Albania,1925,0.187,1,3,,4,,,,,,,,
Albania,1928,0.181,1,3,,5,,,,,,,,
Albania,1932,0.153,1,3,,6,,,,,,,,
Albania,1937,0.119,1,3,,7,,,,,,,,
Albania,1939,0.089,0,3,,8,,,,,,,,
Albania,1945,0.051,0,3,,9,,,,,,,,
Albania,1949,0.174,0,3,,10,,,,,,,,
Albania,1950,0.176,0,3,,11,,,,,,,,
Albania,1954,0.176,0,3,,12,,,,,,,,
Albania,1958,0.176,0,3,,13,,,,,,,,
Albania,1962,0.173,0,3,,14,,,,,,,,
Albania,1966,0.18,0,3,,15,,,,,,,,
Albania,1970,0.187,0,3,,16,,,,,,,,
Albania,1974,0.174,0,3,1,17,,,,,,,,
Albania,1978,0.174,0,3,1,18,,,,,1,0,,
Albania,1982,0.175,0,3,,19,,,,,1,0,,
Albania,1987,0.169,0,3,1,20,674.793383069492,0,,-54.007565188153,1,0,,
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,7
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,8
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,4
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,3
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,2
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,1
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,6
Albania,1991,0.301,1,2,1.5,21,336.586994504629,0,331950012.207031,80.7651610610141,1,0,4,5
Albania,1992,0.428,1,2,3,22,200.852219772323,3.06666159864896,409640014.648438,280.643441010876,1,0,4,2
Albania,1992,0.428,1,2,3,22,200.852219772323,3.06666159864896,409640014.648438,280.643441010876,1,0,4,1
Albania,1992,0.428,1,2,3,22,200.852219772323,3.06666159864896,409640014.648438,280.643441010876,1,0,4,3
Albania,1996,0.422,1,2,4,23,1009.97766752106,2.81593952287171,226639999.389648,-164.188109534565,1,0,4,1
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,5
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,4
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,8
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,9
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,11
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,6
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,3
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,10
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,7
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,1
Albania,1997,0.391,1,2,4,24,717.380567391734,2.1031512816569,168229995.727539,-259.373218342234,1,0,4,2
Albania,2001,0.447,1,1,3,25,1281.65939343074,5.28543453663519,268529998.779297,-93.44162453421,1,0,4,0
Albania,2005,0.531,2,1,5,26,2673.78728253113,3.2597683417782,315079986.572266,-527.46103040082,1,0,4,0
Albania,2009,0.596,2,1,5,27,4114.14015001395,11.1706266358061,357149993.896484,-775.50292333235,1,0,4,0
Albania,2013,0.554,3,2,5,28,4413.0817427964,9.81624374466656,269980010.986328,189.563788788871,1,0,4,1
Albania,2013,0.554,3,2,5,28,4413.0817427964,9.81624374466656,269980010.986328,189.563788788871,1,0,4,2
Albania,2013,0.554,3,2,5,28,4413.0817427964,9.81624374466656,269980010.986328,189.563788788871,1,0,4,3
Albania,2017,0.557,2,2,5,29,4532.89016212124,7.85222845105271,168210006.713867,-171.27944886044,,,4,2
Albania,2017,0.557,2,2,5,29,4532.89016212124,7.85222845105271,168210006.713867,-171.27944886044,,,4,1
Algeria,1948,0.096,0,3,,1,,,,,,,,
Algeria,1952,0.111,0,3,,2,,,,,,,,
Algeria,1955,0.089,0,3,,3,,,,,,,,
Algeria,1962,0.102,1,3,,4,172.245997766356,,397630004.882813,31.532489013428,,,,
Algeria,1963,0.202,1,3,,5,226.899988804342,,281910003.662109,42.530275749836,,,,
Algeria,1964,0.193,1,3,,6,238.048532020905,,227839996.337891,-54.653991037986,,,,
Algeria,1976,0.094,0,3,2,7,1037.60703844052,1.05480785120313,145369995.117188,-118.801717290968,1,0,,
Algeria,1977,0.211,0,3,2,8,1192.74388765763,0.850913059640558,129149993.896484,-100.817012671371,1,0,,
Algeria,1979,0.194,0,3,2,9,1782.69798137911,0.0772859241566982,110839996.337891,-263.67550831452,1,0,,
Algeria,1982,0.215,0,3,,10,2210.30192760168,-0.118497328995817,134699996.948242,-34.0889601060803,1,0,,
Algeria,1984,0.215,0,3,2,11,2467.34642199031,0.00149477579249561,120980003.356934,-102.35369188083,1,0,,
Algeria,1987,0.227,0,3,2,12,2807.33029744222,0.00556100058271562,213449996.948242,-174.25093498682,1,0,,
Algeria,1988,0.228,0,3,2,13,2417.3766834056,0.0220315967741214,171979995.727539,-50.1997732868399,1,0,,
Algeria,1991,0.381,0,3,4,14,1731.61127444317,0.025459024380705,211169998.168945,-192.8412568477,1,0,6,1
Algeria,1991,0.381,0,3,4,14,1731.61127444317,0.025459024380705,211169998.168945,-192.8412568477,1,0,6,2
Algeria,1995,0.252,1,3,1.5,15,1452.26944487837,2.39440365852545e-06,295739990.234375,299.46323042631,1,0,6,0
Algeria,1997,0.316,1,3,2,16,1619.80622391421,0.539666947634879,247889999.389648,-151.66847574597,1,0,6,1
Algeria,1999,0.333,1,3,2.5,17,1588.2984525177,0.599517568944752,137979995.727539,23.8025096157701,1,0,6,1
Algeria,2002,0.343,1,3,3,18,1781.75857132265,1.87631324282492,186119995.117188,24.3281534309501,1,0,6,0
Algeria,2004,0.344,1,3,3,19,2609.94560777437,1.03352171781236,316970001.220703,-321.69453373115,1,0,6,0
Algeria,2007,0.336,1,3,3,20,3950.56160744508,1.24963138034615,395010009.765625,-365.71744894648,1,0,6,0
Algeria,2009,0.327,1,3,3,21,3883.37814284703,2.00191984407776,302390014.648438,-972.97849127663,1,0,6,1
Algeria,2012,0.307,1,3,3,22,5592.32609806051,0.71767996462177,147320007.324219,-975.01679864149,1,0,6,0
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,5
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,4
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,9
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,3
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,8
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,11
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,10
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,7
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,1
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,6
Algeria,2014,0.309,1,3,3,23,5493.02558996263,0.702593209028201,160619995.117188,92.7446110147903,1,0,6,2
Algeria,2017,0.306,1,3,3,24,4044.29837226523,0.717464227704435,174679992.675781,231.44607257083,,,6,2
Algeria,2017,0.306,1,3,3,24,4044.29837226523,0.717464227704435,174679992.675781,231.44607257083,,,6,1
Angola,1992,0.095,1,3,2.5,1,656.361755960006,3.46608752793541,343589996.337891,82.011452492981,1,0,7,0
Angola,2008,0.19,0,3,3,2,4080.94140992346,1.89631505074079,369040008.544922,-522.42917328628,1,0,7,0
Angola,2012,0.311,1,3,3,3,5100.09580809767,-1.14376833410123,243610000.610352,-1027.5842298351,1,0,7,1
Angola,2017,0.335,1,3,2,4,4095.81294155857,-6.05720920606598,223220001.220703,660.90679879535,,,7,1
Argentina,1853,0.159,,3,,1,,,,,,,,
Argentina,1854,0.259,,3,,2,,,,,,,,
Argentina,1856,0.26,,3,,3,,,,,,,,
Argentina,1858,0.283,,3,,4,,,,,,,,
Argentina,1859,0.274,,3,,5,,,,,,,,
Argentina,1860,0.332,,3,,6,,,,,,,,
Argentina,1862,0.339,,3,,7,,,,,,,,
Argentina,1864,0.363,,3,,8,,,,,,,,
Argentina,1866,0.398,,3,,9,,,,,,,,
Argentina,1868,0.397,,3,,10,,,,,,,,
Argentina,1870,0.393,,3,,11,,,,,,,,
Argentina,1872,0.384,,3,,12,,,,,,,,
Argentina,1874,0.393,,3,,13,,,,,,,,
Argentina,1876,0.385,,3,,14,,,,,,,,
Argentina,1878,0.393,,3,,15,,,,,,,,
Argentina,1880,0.387,,3,,16,,,,,,,,
Argentina,1882,0.388,,3,,17,,,,,,,,
Argentina,1884,0.38,,3,,18,,,,,,,,
Argentina,1886,0.392,,3,,19,,,,,,,,
Argentina,1888,0.397,,3,,20,,,,,,,,
Argentina,1890,0.371,,3,,21,,,,,,,,
Argentina,1892,0.413,,3,,22,,,,,,,,
Argentina,1894,0.373,,3,,23,,,,,,,,
Argentina,1896,0.393,,3,,24,,,,,,,,
Argentina,1898,0.396,,3,,25,,,,,,,,
Argentina,1904,0.237,0,3,,26,,,,,,,,
Argentina,1910,0.235,0,3,,27,,,,,,,,
Argentina,1912,0.257,0,2,,28,,,,,,,,
Argentina,1914,0.299,0,1,,29,,,,,,,,
Argentina,1916,0.352,1,1,,30,,,,,,,,
Argentina,1918,0.502,2,1,,31,,,,,,,,
Argentina,1920,0.513,2,1,,32,,,,,,,,
Argentina,1922,0.518,2,1,,33,,,,,,,,
Argentina,1924,0.501,2,0,,34,,,,,,,,
Argentina,1926,0.497,1,1,,35,,,,,,,,
Argentina,1928,0.503,2,1,,36,,,,,,,,
Argentina,1930,0.402,1,2,,37,,,,,,,,
Argentina,1931,0.115,1,3,,38,,,,,,,,
Argentina,1934,0.28,1,3,,39,,,,,,,,
Argentina,1936,0.279,1,3,,40,,,,,,,,
Argentina,1937,0.28,1,3,,41,,,,,,,,
Argentina,1938,0.285,1,3,,42,,,,,,,,
Argentina,1940,0.33,1,3,,43,,,,,,,,
Argentina,1942,0.312,1,3,,44,,,,,,,,
Argentina,1946,0.227,1,3,,45,,,,,,,,
Argentina,1948,0.403,1,3,,46,,,,,,,,
Argentina,1951,0.375,1,3,,47,,,,,,,,
Argentina,1954,0.344,1,3,,48,,,,,,,,
Argentina,1957,0.19,0,3,,49,,,,,,,,
Argentina,1958,0.368,1,3,,50,,,,,,,,
Argentina,1960,0.497,1,3,,51,,,44049999.2370605,,,,,
Argentina,1962,0.278,1,3,,52,1155.89017025099,,55159999.8474121,,,,,
Argentina,1963,0.297,1,3,,53,850.30473690206,,27870000.8392334,,,,,
Argentina,1965,0.557,2,3,,54,1279.11343214531,,-57150001.5258789,-322.93347586917,,,,
Argentina,1973,0.239,1,1,,55,2097.02257902742,0.190792478260042,13560000.4196167,-36.49086521491,,,,
Argentina,1983,0.128,1,1,,56,3553.37775166279,0.177920358938206,34419998.1689453,-151.57556993458,1,0,,
Argentina,1985,0.83,2,0,5.5,57,2926.126969514,1.03939676921859,39080001.8310547,893.66915142967,1,0,,
Argentina,1987,0.843,2,0,6.5,58,3562.87560174521,-0.0171007571834998,83389999.3896484,-687.49473976236,1,0,,
Argentina,1989,0.829,2,0,7,59,2383.86769311311,1.34139040897869,201610000.610352,-422.31560861328,1,0,,
Argentina,1991,0.827,2,0,5.5,60,5735.36032735223,1.28557885422783,277769989.013672,-1949.61528000835,1,0,1,1
Argentina,1991,0.827,2,0,5.5,60,5735.36032735223,1.28557885422783,277769989.013672,-1949.61528000835,1,0,1,2
Argentina,1993,0.827,2,0,5,61,6969.11808781005,1.17980281165114,245949996.948242,-1088.17728869457,1,0,1,1
Argentina,1993,0.827,2,0,5,61,6969.11808781005,1.17980281165114,245949996.948242,-1088.17728869457,1,0,1,2
Argentina,1993,0.827,2,0,5,61,6969.11808781005,1.17980281165114,245949996.948242,-1088.17728869457,1,0,1,3
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,2
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,5
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,4
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,3
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,7
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,1
Argentina,1994,0.844,2,0,5,62,7483.13968170844,1.411953029158,160919998.168945,-145.58047176325,1,0,1,6
Argentina,1995,0.83,2,0,5,63,7408.70823818765,2.17392758974997,148179992.675781,-514.021593898389,1,0,1,1
Argentina,1995,0.83,2,0,5,63,7408.70823818765,2.17392758974997,148179992.675781,-514.021593898389,1,0,1,3
Argentina,1995,0.83,2,0,5,63,7408.70823818765,2.17392758974997,148179992.675781,-514.021593898389,1,0,1,2
Argentina,1997,0.827,2,0,5,64,8213.12719994479,3.12787793868196,99260002.1362305,-312.64630455198,1,0,1,5
Argentina,1997,0.827,2,0,5,64,8213.12719994479,3.12787793868196,99260002.1362305,-312.64630455198,1,0,1,2
Argentina,1997,0.827,2,0,5,64,8213.12719994479,3.12787793868196,99260002.1362305,-312.64630455198,1,0,1,3
Argentina,1997,0.827,2,0,5,64,8213.12719994479,3.12787793868196,99260002.1362305,-312.64630455198,1,0,1,1
Argentina,1997,0.827,2,0,5,64,8213.12719994479,3.12787793868196,99260002.1362305,-312.64630455198,1,0,1,4
Argentina,1999,0.815,2,0,5,65,7774.73620280001,8.46058217133806,82379997.253418,-76.3785293863894,1,0,1,1
Argentina,1999,0.815,2,0,5,65,7774.73620280001,8.46058217133806,82379997.253418,-76.3785293863894,1,0,1,3
Argentina,1999,0.815,2,0,5,65,7774.73620280001,8.46058217133806,82379997.253418,-76.3785293863894,1,0,1,2
Argentina,1999,0.815,2,0,5,65,7774.73620280001,8.46058217133806,82379997.253418,-76.3785293863894,1,0,1,4
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,3
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,11
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,2
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,8
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,4
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,6
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,1
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,5
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,7
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,9
Argentina,2001,0.839,2,0,5.5,66,7208.3715665121,0.806164134759348,157639999.389648,66.6352067458702,1,0,1,10
Argentina,2003,0.823,2,0,5,67,3349.8061244115,1.29481086883944,117720001.220703,4614.96741608744,1,0,1,1
Argentina,2003,0.823,2,0,5,67,3349.8061244115,1.29481086883944,117720001.220703,4614.96741608744,1,0,1,2
Argentina,2003,0.823,2,0,5,67,3349.8061244115,1.29481086883944,117720001.220703,4614.96741608744,1,0,1,3
Argentina,2005,0.784,2,0,6,68,5109.85132522621,2.64935441452167,93870002.746582,-927.91522623239,1,0,1,1
Argentina,2007,0.8,2,0,6,69,7245.44831728945,2.25129423568361,90230003.3569336,-809.16071185132,1,0,1,3
Argentina,2007,0.8,2,0,6,69,7245.44831728945,2.25129423568361,90230003.3569336,-809.16071185132,1,0,1,1
Argentina,2007,0.8,2,0,6,69,7245.44831728945,2.25129423568361,90230003.3569336,-809.16071185132,1,0,1,2
Argentina,2009,0.786,2,0,6,70,8225.13717626412,1.20643922647566,116029998.779297,-1775.42478078249,1,0,1,1
Argentina,2011,0.771,2,0,6,71,12848.8641969705,2.04464008003071,97050003.0517578,-2160.82725569138,1,0,1,0
Argentina,2013,0.778,2,0,6,72,13080.2547323367,1.77920553648531,34729999.5422363,-233.800128601499,1,0,1,2
Argentina,2013,0.778,2,0,6,72,13080.2547323367,1.77920553648531,34729999.5422363,-233.800128601499,1,0,1,1
Argentina,2015,0.811,2,0,6,73,13789.060424772,1.97713461784426,-18870000.8392334,745.4564869474,1,0,1,5
Argentina,2015,0.811,2,0,6,73,13789.060424772,1.97713461784426,-18870000.8392334,745.4564869474,1,0,1,4
Argentina,2015,0.811,2,0,6,73,13789.060424772,1.97713461784426,-18870000.8392334,745.4564869474,1,0,1,2
Argentina,2015,0.811,2,0,6,73,13789.060424772,1.97713461784426,-18870000.8392334,745.4564869474,1,0,1,1
Argentina,2015,0.811,2,0,6,73,13789.060424772,1.97713461784426,-18870000.8392334,745.4564869474,1,0,1,3
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,5
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,2
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,7
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,4
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,3
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,6
Argentina,2017,0.788,2,1,6,74,14591.8633810541,1.79196134499023,-1169999.95708466,998.817951527301,,,1,1
Armenia,1990,0.635,2,1,,1,637.854659491342,,,,1,0,4,1
Armenia,1991,0.651,2,1,,2,590.121047267559,,2720000.02861023,,1,0,4,1
Armenia,1995,0.485,1,2,4,3,456.375048663809,1.72442285714463,217710006.713867,-43.311960335056,1,0,4,5
Armenia,1995,0.485,1,2,4,3,456.375048663809,1.72442285714463,217710006.713867,-43.311960335056,1,0,4,4
Armenia,1995,0.485,1,2,4,3,456.375048663809,1.72442285714463,217710006.713867,-43.311960335056,1,0,4,3
Armenia,1995,0.485,1,2,4,3,456.375048663809,1.72442285714463,217710006.713867,-43.311960335056,1,0,4,1
Armenia,1995,0.485,1,2,4,3,456.375048663809,1.72442285714463,217710006.713867,-43.311960335056,1,0,4,2
Armenia,1996,0.415,1,2,4,4,504.058559449916,1.10020926856519,292279998.779297,-55.859810583074,1,0,4,1
Armenia,1996,0.415,1,2,4,4,504.058559449916,1.10020926856519,292279998.779297,-55.859810583074,1,0,4,2
Armenia,1998,0.42,1,2,4,5,609.172437516102,12.2707797402698,194259994.506836,-19.224508590832,1,0,4,2
Armenia,1998,0.42,1,2,4,5,609.172437516102,12.2707797402698,194259994.506836,-19.224508590832,1,0,4,1
Armenia,1999,0.424,1,2,4,6,597.432514707894,6.61258077844183,209240005.493164,-85.889369475354,1,0,4,2
Armenia,1999,0.424,1,2,4,6,597.432514707894,6.61258077844183,209240005.493164,-85.889369475354,1,0,4,1
Armenia,2003,0.361,1,2,4,7,930.127321851799,4.37657009672658,250399993.896484,-88.8174709023619,1,0,4,2
Armenia,2003,0.361,1,2,4,7,930.127321851799,4.37657009672658,250399993.896484,-88.8174709023619,1,0,4,1
Armenia,2007,0.351,1,2,4,8,3139.27749894333,7.25233197719082,351899993.896484,-514.39066774069,1,0,4,1
Armenia,2007,0.351,1,2,4,8,3139.27749894333,7.25233197719082,351899993.896484,-514.39066774069,1,0,4,2
Armenia,2007,0.351,1,2,4,8,3139.27749894333,7.25233197719082,351899993.896484,-514.39066774069,1,0,4,3
Armenia,2008,0.33,1,3,4,9,4010.85724255226,8.09234920917782,296029998.779297,-981.13380184154,1,0,4,3
Armenia,2008,0.33,1,3,4,9,4010.85724255226,8.09234920917782,296029998.779297,-981.13380184154,1,0,4,1
Armenia,2008,0.33,1,3,4,9,4010.85724255226,8.09234920917782,296029998.779297,-981.13380184154,1,0,4,2
Armenia,2008,0.33,1,3,4,9,4010.85724255226,8.09234920917782,296029998.779297,-981.13380184154,1,0,4,4
Armenia,2008,0.33,1,3,4,9,4010.85724255226,8.09234920917782,296029998.779297,-981.13380184154,1,0,4,6
Armenia,2008,0.33,1,3,4,9,4010.85724255226,8.09234920917782,296029998.779297,-981.13380184154,1,0,4,5
Armenia,2012,0.377,1,3,4,10,3681.8574560431,4.67672787765567,270559997.558594,-307.4320401059,1,0,4,0
Armenia,2013,0.386,1,2,4,11,3838.18580148382,3.11193148125796,280359985.351563,-156.05270933157,1,0,4,2
Armenia,2013,0.386,1,2,4,11,3838.18580148382,3.11193148125796,280359985.351563,-156.05270933157,1,0,4,1
Armenia,2013,0.386,1,2,4,11,3838.18580148382,3.11193148125796,280359985.351563,-156.05270933157,1,0,4,3
Armenia,2017,0.412,1,2,4,12,3914.5012684128,2.17684677683483,256200012.207031,15.4674211924798,,,4,0
Armenia,2018,0.493,1,1,4,13,4212.07094272937,2.04411103926791,139089996.337891,-322.67199288257,,,4,0
Australia,1843,0.265,,1,,1,,,,,,,,
Australia,1848,0.315,,1,,2,,,,,,,,
Australia,1851,0.312,,1,,3,,,,,,,,
Australia,1856,0.328,,1,,4,,,,,,,,
Australia,1858,0.603,,1,,5,,,,,,,,
Australia,1859,0.606,,1,,6,,,,,,,,
Australia,1860,0.606,,1,,7,,,,,,,,
Australia,1864,0.591,,1,,8,,,,,,,,
Australia,1869,0.599,,1,,9,,,,,,,,
Australia,1872,0.598,,1,,10,,,,,,,,
Australia,1874,0.599,,1,,11,,,,,,,,
Australia,1877,0.592,,1,,12,,,,,,,,
Australia,1880,0.585,,1,,13,,,,,,,,
Australia,1882,0.612,,1,,14,,,,,,,,
Australia,1885,0.594,,1,,15,,,,,,,,
Australia,1887,0.602,,1,,16,,,,,,,,
Australia,1889,0.595,,1,,17,,,,,,,,
Australia,1891,0.588,,1,,18,,,,,,,,
Australia,1894,0.594,,1,,19,,,,,,,,
Australia,1895,0.595,,1,,20,,,,,,,,
Australia,1898,0.59,,1,,21,,,,,,,,
Australia,1901,0.647,3,1,,22,,,,,,,,
Australia,1903,0.783,3,1,,23,,,,,,,,
Australia,1906,0.797,3,1,,24,,,,,,,,
Australia,1910,0.788,3,1,,25,,,,,,,,
Australia,1913,0.769,3,1,,26,,,,,,,,
Australia,1914,0.775,3,1,,27,,,,,,,,
Australia,1917,0.736,2,1,,28,,,,,,,,
Australia,1919,0.764,3,1,,29,,,,,,,,
Australia,1922,0.808,3,1,,30,,,,,,,,
Australia,1925,0.8,3,1,,31,,,,,,,,
Australia,1928,0.802,3,1,,32,,,,,,,,
Australia,1929,0.789,3,1,,33,,,,,,,,
Australia,1931,0.816,3,1,,34,,,,,,,,
Australia,1934,0.809,3,1,,35,,,,,,,,
Australia,1937,0.82,3,1,,36,,,,,,,,
Australia,1940,0.745,3,1,,37,,,,,,,,
Australia,1943,0.778,3,0,,38,,,,,,,,
Australia,1946,0.805,3,0,,39,,,,,,,,
Australia,1949,0.825,3,0,,40,,,,,,,,
Australia,1951,0.808,3,1,,41,,,,,,,,
Australia,1954,0.814,3,1,,42,,,,,,,,
Australia,1955,0.823,3,1,,43,,,,,,,,
Australia,1958,0.826,3,1,,44,,,,,,,,
Australia,1961,0.828,3,1,,45,1874.73210577126,,,,,,,
Australia,1963,0.832,3,1,,46,1964.1504696359,,,22.8902550253799,,,,
